,category_0,category_1,category_2,category_3,category_4,category_5,category_6,category_id
7638,Domácnost,"Nábytek, matrace",Koupelny,Koupelnové sestavy,,,,1942
7642,Auto-moto,Auto potřeby,Autokosmetika,Gumové fólie ve spreji,,,,4425
7644,Televize a audio,Televizory,TV příslušenství,O2 TV,,,,4438735
7645,"Oblečení, móda",Dámské oblečení,Obuv,Kozačky,,,,194
7646,"Sport, outdoor","Camping, outdoor","Cestovní doplňky, orientace",Hygienické tašky,,,,46004
7648,Domácnost,Jídelna,Sklenice,Na lihoviny,,,,2162
7649,"Sport, outdoor",Oblečení,Rukavice,"Lyžařské, snowboardové",,,,129209
7654,Pro děti,Hračky,"Auta, vláčky, vrtulníky",RC modely,Letadla,,,37353
7655,Zdraví,Lékárna,"Čaje, kávy",Černé čaje,,,,67281
7656,Hračky,"Auta, vláčky, vrtulníky",Modely,,,,,1874
7658,"Sport, outdoor",Sportovní výživa,Spalovače tuků - diety,L-Carnitin,,,,1021363
7659,"Sport, outdoor","Camping, outdoor","Chladící boxy, tašky",Chladící boxy pasivní,,,,5323
7660,"Sport, outdoor",Oblečení,Bundy,"Nepromokavé, vodoodpudivé",Dámské,,,2935228
7662,"Oblečení, móda",Dámské oblečení,"Tašky, kabelky",Přes rameno,,,,202
7664,Chovatelské potřeby,Psi,Antiparazitika,,,,,4350
7668,"Sport, outdoor",Potápěčské potřeby,Potápěčské žakety a křídla,,,,,323
7671,Zdraví,Lékárna,Části těla,Dýchací cesty,Horní cesty dýchací,,,1350149
7672,"Sport, outdoor","Camping, outdoor","Nože, multitooly",Multitooly,,,,22454
7674,Hračky,"Elektronické, robotické",Dětské tablety,,,,,40779
7677,Krása a parfémy,Tělová kosmetika,Pěny do koupele,,,,,17009
7680,Hudební nástroje,"Bicí, perkuse",Perkuse,Činelky,,,,46181
7681,Hudební nástroje,"Bicí, perkuse",Perkuse,Didgeridoo,,,,46183
7683,Zdraví,Zdravá výživa,"Obiloviny, rýže",Obiloviny,Kamut,,,4556747
7687,Zdraví,Lékárna,"Vitamíny, minerály","Minerály, stopové prvky",,,,19141
7688,"PC, konzole, kancelář","PC doplňky, příslušenství",Webkamery,,,,,20389
7689,"PC, notebooky a kancelář",Apple store,iPhone,,,,,83
7691,Pro děti,Péče o dítě,Dětská výživa,Dětské nápoje,,,,1639
7695,"PC, konzole, kancelář",Kancelářské potřeby,Kancelářské doplňky,Razítka,,,,23646
7696,"Sport, outdoor",Rybářské potřeby,Vybavení,Háčky,,,,1008611
7697,Zdraví,Lékárna,"Části těla, problematiky","Klouby, šlachy, kosti, svaly",,,,3104155
7698,Domácnost,Kuchyně,Pečení,Cukrářské pomůcky,Práce s čokoládou,Transfer folie na čokoládu,,220577
7699,"Sport, outdoor",Cyklistika,Komponenty,Řazení ,,,,24747
7704,Zdraví,Lékárna,"Části těla, problematiky",Ledviny a močové cesty,Ledviny,,,5128565
7707,Zdraví,Zdravá výživa,Raw,Raw proteiny,,,,4570030
7708,Zdraví,Lékárna,Zdravá výživa,Sirupy,,,,67388
7709,Péče o dítě,Dětská výživa,Příkrmy kojenců,,,,,135
7710,Domácí spotřebiče,Osobní péče,Holicí strojky pro muže,Planžetové strojky,,,,1524
7712,"Sport, outdoor",Cyklistika,"Cyklistické oblečení, obuv",Cyklistické tretry,Pánské tretry,,,13480
7715,Hudební nástroje,Dárky,Pro bubeníky,,,,,119434
7718,Krása a parfémy,Dekorativní kosmetika,Pudry,,,,,1858
7719,Televize a audio,Sluchátka,Apple sluchátka,,,,,3841077
7720,Hračky,Stavebnice,LEGO®,Minecraft™,,,,13328
7722,"Oblečení, móda",Dámské oblečení,Tílka,,,,,4256
7723,Hračky,Figurky,Hrací sety,,,,,1936
7726,Domácnost,Jídelna,Láhve,,,,,2023
7727,"Sport, outdoor",Obuv,,,,,,3677194
7728,Auto-moto,Auto potřeby,Interiér,Kryty řadící páky,,,,57965
7729,"Sport, outdoor","Batohy, zavazadla",Batohy,,,,,148
7730,Domácnost,"Svítidla, žárovky",Závěsná,,,,,20104
7732,"PC, konzole, kancelář",Kancelářské potřeby,Balení,Transport,,,,89714
7734,Hobby a zahrada,Voda v zahradě,Zavlažování zahrady,Konve na zalévání,,,,3768125
7735,Herní zóna,Herní konzole,XBOX,Konzole XBOX ONE,Příslušenství,,,12282
7736,Drogerie,Prací prostředky,"Kapsle, tablety",,,,,1748
7737,Hobby a zahrada,Stavby na zahradě,Ploty,Příslušenství,Lesnická pletiva,,,148009
7738,Domácnost,Interiérové doplňky,"Aroma lampy, difuzéry, svíčky",Aroma lampy,Vonné oleje,,,3447418
7739,Hobby a zahrada,Zahradní technika,Řetězové pily,Příslušenství,,,,1753
7741,"Sport, outdoor",Lovecké potřeby,Lovecké oděvy,Ochranné návleky,,,,220537
7743,Domácnost,"Bytový textil, koberce",Koberce,Kusové,"Koberce s dlouhým vlasem, shaggy",,,1056048
7746,Hobby a zahrada,"Dílna, stavební technika",Kompresory,,,,,33
7748,"Sport, outdoor",Lovecké potřeby,Vnadění a odpuzování zvěře,Vnadidla,,,,220528
7749,Pro děti,Péče o dítě,Dárky,,,,,78013
7753,"Sport, outdoor","Camping, outdoor","Vařiče, nádobí, jídlo",Vařiče,Campingové,,,1156811
7756,Zdraví,"Masáže, relaxace","Hřejivé polštářky, termofory",,,,,23742
7758,Zdraví,Lékárna,Části těla,Nehty,,,,23738
7761,Zdraví,Zdravá výživa,Sušené plody,Kakao a kakaové boby,,,,4556790
7762,Hobby a zahrada,"Dům, byt",Interiérové dveře,Plné dveře,"70 cm, levé",,,276932
7763,Hračky,Školní potřeby,Potřeby pro školáky,Deštníky,,,,1312955
7764,"PC, konzole, kancelář",Herní příslušenství,Herní klávesnice,,,,,279
7765,Auto-moto,Auto potřeby,Pneumatiky,Offroad,Zimní,,,1017642
7766,Hobby a zahrada,"Dům, byt",Chemická WC,,,,,1559
7767,Pro děti,Péče o dítě,Dětská výživa,Dětské sušenky,,,,10103
7769,Foto,"Brašny, pouzdra, batohy",Popruhy,,,,,8136
7770,Domácnost,Kuchyně,Pečení,Cukrářské pomůcky,Modelování z marcipánu,Krimpovací kleště na marcipán,,180463
7772,"Sport, outdoor",Lovecké potřeby,Optika,Noční vidění,,,,277876
7773,Domácí spotřebiče,Vysavače,Příslušenství,,,,,1521131
7774,Hudební nástroje,Kytary,Příslušenství pro kytary,Struny,Pro klasickou kytaru,,,46213
7776,"Sport, outdoor",Oblečení,"Funkční, termoprádlo",Spodky,Dětské spodky,,,66761
7778,Zdraví,Zdravá výživa,Luštěniny,Čočka,,,,4556761
7780,"Oblečení, móda",Dámské oblečení,"Sukně, šaty",Šaty,,,,200
7781,"PC, konzole, kancelář","Tiskárny, skenery",3D tisk,,,,,33687
7784,"Sport, outdoor","Fitness, posilování",Eliptické trenažéry,,,,,52
7786,Zdraví,Lékárna,"Části těla, problematiky",Dýchací cesty,Průdušky,,,4554556
7788,Chovatelské potřeby,Koně,Krmivo,,,,,16961
7789,"Sport, outdoor",Obuv,"Turistická, outdoorová",Dámská,,,,4554241
7790,Drogerie,Prací prostředky,"Vonné perličky, osvěžovače tkanin",,,,,2154
7791,"Sport, outdoor",Rybářské potřeby,Vybavení,"Peany, kleště, nože, nůžky","Nůžky, cvakátka",,,50006
7794,Domácí spotřebiče,Klimatizace a ventilátory,Ventilátory,,,,,1671
7795,Péče o dítě,Kojení a krmení,Dudlíky,,,,,102
7797,Chovatelské potřeby,Psi,"Kosmetika, péče",Péče o zuby,,,,40871
7799,Zdraví,Lékárna,Zdravá výživa,Med,,,,67374
7800,Auto-moto,Moto potřeby,Moto díly,Oleje,,,,1372749
7802,"Sport, outdoor",Rybářské potřeby,"Návnady, nástrahy, krmení",Vláčecí nástrahy,Gumové nástrahy,,,359
7804,Drogerie,Osobní hygiena,"Tampóny, vložky",,,,,18930
7806,Hobby a zahrada,Voda v zahradě,Zavlažování,"Zavlažovací hodiny, automaty",,,,37404
7809,Pro děti,Péče o dítě,Bezpečnost,"Dětské chůvičky, monitory dechu",,,,5366
7810,Bílé zboží,Chladničky,Příslušenství,,,,,13500
7812,"Sport, outdoor",Sportovní výživa,Proteiny - bílkoviny,Proteiny rostlinného původu,,,,46227
7813,Domácnost,Interiérové doplňky,Vánoční dekorace,Balicí papír a krabičky,Dárkové tašky,,,2687383
7814,Pro děti,Hračky,Hračky na zahradu,Domečky,,,,1648
7815,"Sport, outdoor",Obuv,"Městská, volnočasová",Dětská,,,,1017581
7817,"PC, notebooky a kancelář",Kancelářské potřeby,Psací potřeby,Popisovače,,,,23595
7819,Hobby a zahrada,Bazény,"Dětské bazény, hračky",,,,,89
7820,Zdraví,Lékárna,"Části těla, problematiky","Trávení, hubnutí, detox, metabolizmus","Překyselení organismu, pH rovnováha",,,5128557
7822,"Sport, outdoor",Šipky,Pouzdra,Penály,,,,9460
7824,"Sport, outdoor",Rybářské potřeby,"Oblečení, obuv a doplňky","Oblečení, obuv","Obleky, soupravy",,,20398
7826,Hračky,Hry a puzzle,"Vzdělávací, logické hry",,,,,8188
7827,Chovatelské potřeby,Kočky,Steliva,,,,,1949
7828,Krása a parfémy,Parfémy,Pánské parfémy,,,,,344
7829,"Sport, outdoor",Lovecké potřeby,Lovecké oděvy,Svetry,,,,220533
7832,Péče o dítě,Kojení a krmení,Kojenecké láhve,,,,,104
7835,"Sport, outdoor",Rybářské potřeby,"Návnady, nástrahy, krmení","Krmení, nástrahy",Esence,,,2058
7837,Zdraví,Zdravá výživa,"Obiloviny, rýže",Obiloviny,Pohanka,,,4554585
7838,Domácí spotřebiče,Vysavače,Příslušenství,K parním vysavačům,,,,13458
7839,"Oblečení, móda",Šperky,Spony na peníze,,,,,66837
7844,Auto-moto,Auto potřeby,Alkoholtestry,,,,,53399
7845,"Sport, outdoor","In-line, skate","Skateboardy, longboardy",Skateboardy,,,,905093
7847,Domácnost,"Bytový textil, koberce","Ubrusy, utěrky, zástěry",,,,,53117
7848,Televize a audio,Reprosoustavy,Regálové,8 Ohmů,,,,1022668
7849,"Sport, outdoor",Lovecké potřeby,Lovecké oděvy,Kalhoty,,,,277827
7850,Krása a parfémy,"Kosmetické, vlasové pomůcky","Hřebeny, kartáče na vlasy",,,,,18991
7853,Domácnost,"Svítidla, žárovky",Venkovní,Solární svítidla,,,,1709
7857,"Sport, outdoor",Sportovní výživa,Tyčinky,Sacharidové,,,,1034929
7858,"Sport, outdoor",Cyklistika,"Cyklistické oblečení, obuv",Bundy,Pánské bundy,,,159
7860,"Sport, outdoor",Obuv,"Turistická, outdoorová",,,,,1140856
7862,Auto-moto,Moto potřeby,Moto oblečení,Moto mikiny,,,,45951
7863,Pro děti,Péče o dítě,Dětská výživa,Příkrmy kojenců,Zeleninové,,,3849659
7864,Zdraví,Lékárna,Problematiky,Menopauza,,,,67264
7868,"Sport, outdoor",Cyklistika,Komponenty,Kliky,,,,50088
7870,Auto-moto,Auto potřeby,Interiér,Úložné prvky,,,,29257
7871,"Sport, outdoor",Oblečení,Kraťasy,Sportovní kraťasy,Cyklistické,,,1838755
7872,"Sport, outdoor",Rybářské potřeby,Vybavení,Rybářská bižutérie,"Hadičky,převleky,rovnátka",,,2107
7876,"PC, konzole, kancelář",Kancelářské potřeby,Kalkulačky,,,,,2038
7879,Hudební nástroje,Kytary,Příslušenství pro kytary,Ladičky,,,,46205
7881,"Sport, outdoor",Rybářské potřeby,"Outdoor, bivaky, přístřešky",Lehátka,,,,2085
7882,"PC, konzole, kancelář","Tiskárny, skenery",Pokladní systémy,Skenery čárových kódů,,,,90551
7883,"Sport, outdoor",Šipky,Hroty,Krátké hroty,,,,154226
7884,"PC, konzole, kancelář","Tiskárny, skenery",Spotřební materiál,,,,,2170
7886,Hudební nástroje,"Zvuková technika, aparatura",Konstrukční materiál,,,,,3802507
7888,Zdraví,Lékárna,Sluneční ochrana,Vnitřní ochrana,,,,67356
7889,"PC, notebooky a kancelář",Tablety,Příslušenství,"Držáky, stojánky",,,,18929
7890,Pro děti,Hračky,Vzdělávací hračky,Montessori,,,,17807
7891,Zdraví,Lékárna,Části těla,Poprsí,,,,67240
7892,Auto-moto,Auto potřeby,Příslušenství k autobateriím,Nabíječky autobaterií,,,,13473
7893,Zdraví,Zdravá výživa,Sušené plody,Lněná semínka,,,,4554600
7895,Zdraví,Lékárna,"Části těla, problematiky","Únava, stres, spánek, dlouhověkost",Spánek,,,5128577
7897,"Sport, outdoor","In-line, skate",Příslušenství,Brzdy,,,,90160
7898,Pro děti,Péče o dítě,Bezpečnost,"Dětské chůvičky, monitory dechu",Dětské chůvičky,,,1705688
7899,"Sport, outdoor",Míčové sporty,Florbal,Florbalové hole,,,,11309
7900,"Sport, outdoor",Oblečení,"Mikiny, svetry",Dámské mikiny,,,,1578
7902,Hobby a zahrada,Nářadí elektrické,Frézky,,,,,5278
7903,Hobby a zahrada,Nářadí elektrické,Míchadla,,,,,1224395
7904,"Sport, outdoor",Detektory kovů,Rýžování zlata,,,,,45040
7910,Zdraví,Lékárna,Přírodní kosmetika,Tělová kosmetika,Speciální péče o tělo,Péče o ekzémy,,67338
7911,Zdraví,Lékárna,Přírodní kosmetika,Vlasová kosmetika,Mytí vlasů,,,11471
7912,"PC, konzole, kancelář",Počítače,Mini a nettop PC,,,,,89174
7913,Herní zóna,Herní příslušenství,Sluchátka,Sluchátka pro PC,,,,1537709
7916,Auto-moto,Auto potřeby,Interiér,"Vany, rohože do kufru",,,,5642
7917,Domácnost,Jídelna,Sklenice,Na pivo,,,,20425
7920,Televize a audio,Televizory,Televize do auta,,,,,3449996
7921,Auto-moto,Auto potřeby,Interiér,Vysílačky,,,,57969
7922,Zdraví,Lékárna,Části těla,Ústní dutina,Zuby,,,67251
7923,"Sport, outdoor",Rybářské potřeby,Pruty,Teleskopické,,,,2096
7924,Auto-moto,Auto potřeby,Interiér,Podlahové koberce,,,,4422
7926,Hobby a zahrada,Zahradní technika,"Vysavače, foukače listí",,,,,10042
7927,Hobby a zahrada,Stavební materiál,Barvy a laky,Laky,,,,67496
7931,Hračky,Školní potřeby,Dekorační rollery,,,,,24573
7933,Hračky,Plyšové hračky,Elektronické interaktivní hračky,,,,,1571
7936,Zdraví,Zdravá výživa,Proteiny,Proteinové tyčinky,,,,4570047
7939,Hračky,Hry a puzzle,Cestovní hry,,,,,25641
7940,Televize a audio,Radiobudíky,,,,,,65
7943,"Sport, outdoor",Zimní sporty,Přeprava,Nosiče na lyže,,,,37299
7944,"PC, notebooky a kancelář",Projektory,Příslušenství,,,,,5525
7947,"Sport, outdoor",Lovecké potřeby,Optika,Termovize,,,,277875
7948,Televize a audio,Auto HiFi,Autorádia,,,,,1539
7950,"PC, konzole, kancelář",Kancelářské potřeby,Lepidla,Lepicí tyčinky,,,,23622
7951,"Sport, outdoor",Rybářské potřeby,"Návnady, nástrahy, krmení","Krmení, nástrahy","Boostery, posilovače, spreje",,,5633
7952,Domácnost,Jídelna,Svítidla,Stolní,,,,265433
7953,"Mobily, navigace","Nabíječky, kabely",,,,,,122
7956,"Sport, outdoor",Oblečení,"Trička, košile","Městská, volnočasová trička",Pánská trička,,,1021078
7957,Pro děti,Hračky,Stavebnice,Seva,,,,1761
7958,"Sport, outdoor",Raketové sporty,Stolní tenis,Síťky,,,,88057
7959,Hračky,Hračky na zahradu,"Houpačky, houpadla",,,,,4196
7960,Hobby a zahrada,"Ohřev vody, vytápění","Kamna, kotle, sporáky",Kouřovody,,,,37420
7961,"Sport, outdoor",Golf,Golfové oblečení,Pánské golfové oblečení,Svetry a mikiny,,,66786
7962,Pro děti,Hračky,Hračky na zahradu,Hopsadla,,,,4172
7963,Hudební nástroje,"Bicí, perkuse",Příslušenství pro bicí,"Sluchátka, špunty do uší",Špunty do uší,,,46195
7964,Televize a audio,Satelitní technika,Satelitní přijímače,,,,,21262
7965,"Sport, outdoor",Lovecké potřeby,Lovecké oděvy,Mikiny,,,,276907
7966,Zdraví,Lékárna,Problematiky,Imunita,,,,375
7969,Hračky,"Elektronické, robotické",Elektronické hračky,,,,,22553
7971,"Sport, outdoor",Cyklistika,"Jízdní kola, elektrokola",Skládací kola,,,,77843
7972,Zdraví,Lékárna,"Části těla, problematiky","Únava, stres, spánek, dlouhověkost",,,,4668750
7973,"Sport, outdoor",Plavání,Plavky,Jednodílné plavky,,,,2187
7977,Domácnost,Zavazadla,Cestovní zavazadla,Kufry,,,,785935
7978,Zdraví,Lékárna,"Vitamíny, minerály, antioxidanty",Vitamíny a multivitamíny,Multivitamíny,,,4554569
7979,Hračky,Figurky,Farma,,,,,178
7980,Hobby a zahrada,Stavební materiál,Spojovací materiál,Podložky,,,,3772508
7981,Pro děti,Hračky,Školní potřeby,Potřeby pro školáky,"Sešity, bloky",,,4283
7983,"Sport, outdoor",Horolezectví,Jištění,Karabiny,,,,1583
7984,Televize a audio,HiFi a gramofony,Síťové audio přehrávače,,,,,27212
7986,Hudební nástroje,Kytary,Příslušenství,Popruhy,,,,276688
7989,"Sport, outdoor",Oblečení,Vesty,Outdoorové vesty,,,,1699
7992,"Sport, outdoor",Oblečení,Vesty,"Městské, volnočasové",,,,1700794
7994,Hobby a zahrada,"Dílna, stavební technika",Stavební míchačky,,,,,8113
7997,"Sport, outdoor",Oblečení,Bundy,"Nepromokavé, vodoodpudivé",Pánské,,,3037484
8000,Televize a audio,Reprosoustavy,Sestavy reproduktorů,,,,,13097
8001,"Sport, outdoor",Rybářské potřeby,Vybavení,"Řízkovnice, vzduchování",,,,57954
8002,Auto-moto,Auto potřeby,Pneumatiky,Nákladní auta,Letní,,,1017640
8003,"Oblečení, móda",Šperky,Řetízky,,,,,44984
8006,"PC, notebooky a kancelář","Tiskárny, skenery",3D tisk,3D tiskárny,,,,148547
8008,Auto-moto,Auto potřeby,Bezpečnost,"Zámky pedálů, volantu",,,,221513
8011,"PC, konzole, kancelář","Tiskárny, skenery",Pokladní systémy,Pokladní zásuvky,,,,25996
8012,Hudební nástroje,"Klávesy, piana",Příslušenství,Klávesové stojany,,,,3289703
8013,Hobby a zahrada,"Dům, byt",Cylindrické vložky,,,,,23568
8014,"Sport, outdoor",Rybářské potřeby,Vybavení,"Peany, kleště, nože, nůžky",Nože,,,2102
8017,"PC, konzole, kancelář",Kancelářské potřeby,"Tabule, prezentace","Nástěnky, tabule",,,,232
8021,Zdraví,Lékárna,Části těla,Uši,,,,67249
8025,"Sport, outdoor",Bojové sporty,Vybavení pro bojové sporty,Boxerské pytle,,,,46222
8028,Domácnost,"Nábytek, matrace",Dětské pokoje,Dětské komody,,,,4391
8029,Domácí spotřebiče,Lisy na citrusy,,,,,,171
8031,Hobby a zahrada,Stavební materiál,Spojovací materiál,Matice,,,,3772507
8032,Bílé zboží,Mikrovlnné trouby,Vestavné trouby,S grilem,,,,272135
8033,Hračky,Stavebnice,Dřevěné,,,,,19055
8034,Pro děti,Hračky,"Auta, vláčky, vrtulníky",RC modely,"Lodě, čluny",,,4300
8035,"Oblečení, móda",Šperky,Sety,,,,,122260
8036,Hračky,Hračky pro nejmenší,Kostky,,,,,1735
8037,Pro děti,Péče o dítě,Dětská výživa,Kojenecká mléka,Batolací,,,3849555
8038,"Sport, outdoor",Plavání,Plavky,Sportovní plavky,,,,2189
8040,"Sport, outdoor",Potápěčské potřeby,Plavecké potřeby,Plavecké čepice,,,,309
8041,Zdraví,Zdravá výživa,"Polotovary, směsi",Instantní polévky,,,,4570015
8042,"PC, notebooky a kancelář",Kancelářské potřeby,"Tabule, prezentace",Identifikace,,,,23637
8044,Hudební nástroje,DJ,DJ mixážní pulty,,,,,46021
8050,Auto-moto,Auto potřeby,Interiér,Držáky na elektroniku,,,,57966
8052,Televize a audio,Sluchátka,Do uší,,,,,5599
8053,Krása a parfémy,Parfémy,Dárkové sady,Dámské,,,,4864519
8054,Zdraví,Zdravá výživa,Sušené plody,Maková semínka,,,,4559161
8057,Zdraví,Zdravá výživa,Proteiny,Proteinové krekry,,,,4559175
8060,"PC, notebooky a kancelář",Kancelářské potřeby,"Tabule, prezentace",Řezačky,,,,23635
8061,"PC, notebooky a kancelář","PC doplňky, příslušenství","Klávesnice, myši","Herní klávesnice, myši",,,,20394
8062,Pro děti,Péče o dítě,Kočárky,Fusaky,,,,1658
8063,Zdraví,Lékárna,Části těla,Štítná žláza,,,,67247
8064,Značky,Miele,Chladničky,Chladničky,,,,1177748
8065,Zdraví,Lékárna,"Části těla, problematiky","Trávení, hubnutí, detox, metabolizmus",Energetický metabolismus,,,5128562
8067,"PC, notebooky a kancelář",Tablety,Podle OS,Android,,,,1146685
8069,Hračky,"Karneval, oslava","Balónky, helium",,,,,16061
8073,"Sport, outdoor",Rybářské potřeby,Vybavení,Rybářská bižutérie,"Obratlíky,karabiny,kroužky",,,2111
8075,"Sport, outdoor",Horolezectví,Mačky,,,,,17866
8076,Zdraví,Lékárna,"Maminka, těhotenství, kojení",Kosmetika pro těhotné a kojící,,,,5128552
8077,"Sport, outdoor",Golf,Golfové oblečení,Dámské golfové oblečení,Kraťasy,,,66773
8080,Zdraví,Zdravá výživa,Sušené plody,Sezamová semínka,,,,4556796
8081,Zdraví,Zdravá výživa,"Sladidla, sirupy, cukry",Cukry,,,,4554587
8082,Domácí spotřebiče,"Mixéry, šlehače, struhadla",Příslušenství,,,,,224
8083,Pro děti,Hračky,"Elektronické, robotické",Malý špión,,,,13363
8087,"Sport, outdoor",Golf,Golfové oblečení,Dámské golfové oblečení,Vesty,,,66776
8089,Hobby a zahrada,Stavební materiál,Barvy a laky,"Oleje, mořidla, napouštědla",,,,24739
8094,Domácnost,"Nábytek, matrace",Dětské pokoje,Dětské skříně,,,,66851
8096,Domácnost,"Čaj, káva, čokoláda a vína","Konvice, frenchpressy",,,,,66934
8097,Domácnost,Interiérové doplňky,Vánoční dekorace,Balicí papír a krabičky,Přání,,,133297
8098,"Sport, outdoor",Rybářské potřeby,Vybavení,"Stojany, vidličky","Vidličky, hrazdy, podpěry",,,46126
8099,"Oblečení, móda",Dámské oblečení,Spodní prádlo,,,,,192
8100,"Sport, outdoor",Rybářské potřeby,Pruty,"Matchové, bolognesové",,,,2094
8102,Hudební nástroje,Kytary,Kytarové zesilovače,,,,,119784
8104,Péče o dítě,Kosmetika,Kosmetické pomůcky,,,,,272
8105,"Sport, outdoor",Rybářské potřeby,"Návnady, nástrahy, krmení",Vláčecí nástrahy,Lanka,,,361
8107,Krása a parfémy,"Vlasová kosmetika, doplňky",Vlasové kůry,Spreje na vlasy,,,,1019305
8108,"PC, konzole, kancelář","PC doplňky, příslušenství",Reproduktory,,,,,4412
8109,"PC, notebooky a kancelář",Kancelářské potřeby,Psací potřeby,Zvýrazňovače,,,,23598
8110,Hobby a zahrada,"Dům, byt",Interiérové dveře,Plné dveře,"90 cm, pravé",,,277872
8115,Domácí spotřebiče,"Espressa, kávovary",Kávomlýnky,,,,,16
8116,Hobby a zahrada,"Dům, byt",Filtrace vody,,,,,27318
8119,"PC, konzole, kancelář","PC doplňky, příslušenství","Klávesnice, myši",Grafické tablety,,,,4418
8121,Hračky,"Dětská vozítka, kola",Šlapací vozítka,,,,,44
8123,Hračky,Hračky pro nejmenší,Závěsné hračky,,,,,1734
8124,"PC, notebooky a kancelář",Grafické karty,,,,,,398
8125,"PC, konzole, kancelář",Kancelářské potřeby,Psací potřeby,Psací soupravy,,,,23593
8127,Auto-moto,Moto potřeby,Moto oblečení,Rukavice na motorku,,,,265
8128,"PC, notebooky a kancelář","Tiskárny, skenery",Multifunkční,Inkoustové,,,,1019517
8129,Auto-moto,Auto potřeby,Bezpečnost,Ostatní bezpečnostní doplňky,,,,2131
8130,Chovatelské potřeby,Malá zvířata,Steliva,,,,,25905
8131,"PC, konzole, kancelář",Kancelářské potřeby,Psací potřeby,Gumy,,,,23602
8132,"Sport, outdoor",Potápěčské potřeby,Plavecké potřeby,Ochrana uší a nosu,,,,30385
8134,"Sport, outdoor","Žonglování, frisbee, bumerangy",Bumerangy,,,,,1609887
8136,Péče o dítě,Autosedačky,0-13 kg,,,,,96
8138,Hobby a zahrada,Stavby na zahradě,Ploty,Příslušenství,Čtyřhranná pletiva,,,90148
8139,"Sport, outdoor",Plavání,Ručníky,,,,,99659
8140,"Sport, outdoor",Potápěčské potřeby,SUBWING,,,,,19078
8142,Auto-moto,Auto potřeby,Pneumatiky,Offroad,Letní,,,1017641
8143,Pro děti,Hračky,Školní potřeby,"Penály, školní pouzdra",Dvoupatrové penály a pouzdra,,,1316537
8144,Zdraví,Lékárna,Přírodní kosmetika,Pleťová kosmetika,"Péče o krk, dekolt",,,67315
8145,Hračky,Školní potřeby,Potřeby pro školáky,Kufříky,,,,1312954
8148,"Sport, outdoor",Rybářské potřeby,"Návnady, nástrahy, krmení","Krmení, nástrahy",Krmítkové směsi,,,2059
8151,"Sport, outdoor",Raketové sporty,Badminton,Badmintonové rakety,,,,31606
8154,"Sport, outdoor",Míčové sporty,Fotbal,Dresy,,,,347
8156,Pro děti,Péče o dítě,Dětská výživa,Příkrmy kojenců,Masozeleninové,,,3849660
8161,"PC, konzole, kancelář",Počítače,,,,,,39185
8162,Zdraví,Lékárna,"Části těla, problematiky",Imunita a lymfatický systém,,,,4554566
8163,Zdraví,Lékárna,"Části těla, problematiky",Imunita a lymfatický systém,Imunita trávicího traktu,,,4556721
8164,Hračky,Figurky,Sběratelské figurky,,,,,163
8167,Hračky,Školní potřeby,"Penály, peněženky",,,,,92
8168,Hračky,Hry a puzzle,Poker,,,,,13183
8169,Pro děti,Hračky,"Auta, vláčky, vrtulníky",RC modely,Drony,,,33548
8170,"Sport, outdoor",Zimní sporty,Hokej,Brusle,Pro hráče,,,1740271
8171,Domácnost,Interiérové doplňky,Vánoční dekorace,Balicí papír a krabičky,Stuhy,,,75763
8175,Drogerie,Tělová kosmetika,Do sprchy a koupele,,,,,5434
8178,Auto-moto,Moto potřeby,Dárky,,,,,45966
8180,Chovatelské potřeby,Akvaristika,Krmivo,,,,,332
8181,Značky,Miele,Vysavače,Kartáčové vysavače,,,,987762
8182,Péče o dítě,Cestujeme s dětmi,Sluneční brýle,,,,,1702
8184,"Sport, outdoor",Potápěčské potřeby,Vodotěsná pouzdra a obaly,Adaptéry,,,,155174
8185,Domácnost,Zavazadla,Cestovní zavazadla,Palubní zavazadla,,,,77853
8191,"Sport, outdoor",Potápěčské potřeby,Potápěčské automatiky,Automatiky pro NITROX,,,,21468
8195,Hobby a zahrada,Nářadí ruční,Dláta,,,,,66865
8196,Auto-moto,Moto potřeby,Moto oblečení,Moto opasky,,,,46000
8198,"Sport, outdoor",Rybářské potřeby,"Čluny, vybavení",Žebříky na čluny,,,,287587
8200,Domácnost,Jídelna,Fondue,,,,,1729
8202,Hračky,Hry a puzzle,Karetní hry,,,,,43
8204,Bílé zboží,Gastro zařízení,Vitríny,,,,,110467
8207,Hudební nástroje,Noty,Zpěvníky,,,,,4282
8208,"Sport, outdoor",Golf,Golfové vozíky,Elektrické vozíky,,,,66796
8210,"PC, notebooky a kancelář",LCD monitory,Podle úhlopříčky,,,,,77
8211,Hračky,Školní potřeby,"Pastelky, fixy",,,,,4284
8214,"Oblečení, móda",Šperky,Přívěsky na klíče,,,,,286868
8215,Péče o dítě,Plenky a přebalování,Plenky,Bio pleny,,,,11369
8216,Bílé zboží,Varné desky,Elektrické varné desky,Indukční varné desky,,,,929050
8217,Hudební nástroje,Smyčcové nástroje,Kontrabasy,,,,,46006
8219,"PC, konzole, kancelář","PC doplňky, příslušenství",TV tunery,,,,,13460
8221,"Sport, outdoor",Oblečení,"Kalhoty, tepláky","Sportovní, legíny",Běžkařské kalhoty,,,1017675
8223,Hračky,Dřevěné hračky,Dětské nářadí,,,,,20205
8224,Zdraví,Zdravá výživa,Oleje,Arganové oleje,,,,4556807
